Player,Span,Start_ Year,End_Year,Career_Length,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
NE Bonner (WI),2011-2012,2011,2012,1,2,1,2,0,18,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
IDR Bradshaw (WI),2006-2006,2006,2006,0,1,1,4,0,22,0,-,-,5.5,-,0,0,0.00,0.18,0.05,0.000
DR Brown (SCOT),2007-2007,2007,2007,0,2,1,4,0,44,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
DK Butler (WI),2006-2006,2006,2006,0,1,1,3,0,22,0,-,-,7.33,-,0,0,0.00,0.14,0.04,0.000
J Butler (GUE),2019-2019,2019,2019,0,9,1,1,0,15,0,-,-,15,-,0,0,0.00,0.07,0.02,0.000
JD Campbell (WI),2019-2019,2019,2019,0,2,1,1,0,1,0,-,-,1,-,0,0,0.00,1.00,0.30,0.000
J Cutinho (CRC),2019-2019,2019,2019,0,3,1,0.5,0,7,0,-,-,8.4,-,0,0,0.00,0.12,0.04,0.000
DAP Darrell (BMUDA),2019-2019,2019,2019,0,11,1,2,0,14,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
BFW de Leede (NL),2018-2019,2018,2019,1,8,2,2,0,27,0,-,-,13.5,-,0,0,0.00,0.07,0.02,0.000
N Deonarine (WI),2010-2013,2010,2013,3,8,4,9,0,87,0,-,-,9.66,-,0,0,0.00,0.10,0.03,0.000
PC de Silva (SL),2017-2017,2017,2017,0,2,2,2,0,30,0,-,-,15,-,0,0,0.00,0.07,0.02,0.000
ST de Silva (SL),2017-2017,2017,2017,0,3,1,1,0,10,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
BJ Diamanti (NZ),2009-2009,2009,2009,0,1,1,2,0,19,0,-,-,9.5,-,0,0,0.00,0.11,0.03,0.000
A Djorovic (Serb),2019-2019,2019,2019,0,2,2,6,1,32,0,-,-,5.33,-,0,0,0.00,0.19,0.06,0.000
B Dugic (Serb),2019-2019,2019,2019,0,2,2,2.3,0,22,0,-,-,8.8,-,0,0,0.00,0.11,0.03,0.000
F du Plessis (SA/World),2012-2019,2012,2019,7,44,2,1.2,0,3,0,-,-,2.25,-,0,0,0.00,0.44,0.13,0.000
AB Dursak (TKY),2019-2019,2019,2019,0,4,3,8.4,0,134,0,-,-,15.46,-,0,0,0.00,0.06,0.02,0.000
PS Eaglestone (IRE),2010-2010,2010,2010,0,1,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
Fahad Tariq (UAE),2016-2016,2016,2016,0,6,2,3,0,26,0,-,-,8.66,-,0,0,0.00,0.12,0.03,0.000
Fakhar Zaman (PAK),2017-2019,2017,2019,2,34,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Fazal Niazai (AFG),2019-2019,2019,2019,0,1,1,1,0,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
MVT Fernando (SL),2017-2017,2017,2017,0,1,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
AJ Finch (AUS),2011-2019,2011,2019,8,58,2,2,0,27,0,-,-,13.5,-,0,0,0.00,0.07,0.02,0.000
JA Fitzgerald (GIBR),2019-2019,2019,2019,0,4,1,2,0,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
DR Flynn (NZ),2008-2012,2008,2012,4,5,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
GF Gomes (Moz),2019-2019,2019,2019,0,7,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
MJ Guptill (NZ),2009-2019,2009,2019,10,83,1,1,0,11,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Hamza Dar (ESP),2019-2019,2019,2019,0,1,1,2,0,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Hasheem Shahzad (MALTA),2019-2019,2019,2019,0,2,1,4,0,32,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
RJ Hatchman (GIBR),2019-2019,2019,2019,0,1,1,4,0,33,0,-,-,8.25,-,0,0,0.00,0.12,0.04,0.000
T Henderson (SA),2006-2006,2006,2006,0,1,1,4,0,31,0,-,-,7.75,-,0,0,0.00,0.13,0.04,0.000
H Hiri (PNG),2016-2019,2016,2019,3,5,1,1,0,5,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
KC Hodsoll (BMUDA),2008-2008,2008,2008,0,1,1,1,0,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
MEK Hussey (AUS),2005-2012,2005,2012,7,38,1,1,0,5,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
EH Hutchinson (USA),2019-2019,2019,2019,0,2,1,3,0,20,0,-,-,6.66,-,0,0,0.00,0.15,0.05,0.000
Ibrahim Khan (Saudi),2019-2019,2019,2019,0,1,1,2,0,17,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
Ibrahim Nashath (Mald),2019-2019,2019,2019,0,3,2,4,0,48,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Iftikhar Ahmed (PAK),2016-2019,2016,2019,3,6,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
Imran Khan (PORT),2019-2019,2019,2019,0,4,1,2,0,13,0,-,-,6.5,-,0,0,0.00,0.15,0.05,0.000
B Ivanov (),2019-2019,2019,2019,0,3,1,2,0,36,0,-,-,18,-,0,0,0.00,0.06,0.02,0.000
Jagjit Singh (Peru),2019-2019,2019,2019,0,4,1,1,0,10,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
NA Janes (THAI),2019-2019,2019,2019,0,2,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
T Jamtsho (BHU),2019-2019,2019,2019,0,2,2,4.1,0,48,0,-,-,11.52,-,0,0,0.00,0.09,0.03,0.000
Jatinder Singh (OMAN),2015-2019,2015,2019,4,25,1,2,0,17,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
Javed Maroofkhail (NOR),2019-2019,2019,2019,0,2,1,2,0,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
DPMD Jayawardene (SL),2006-2014,2006,2014,8,55,1,1,0,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
P Jayeshbhai Patel (PNM),2019-2019,2019,2019,0,2,1,2,0,21,0,-,-,10.5,-,0,0,0.00,0.10,0.03,0.000
Jay Odedra (OMAN),2019-2019,2019,2019,0,3,3,7,0,74,0,-,-,10.57,-,0,0,0.00,0.09,0.03,0.000
NG Jones (IRE),2010-2012,2010,2012,2,5,2,2,0,14,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
Kamran Khan (QAT),2019-2019,2019,2019,0,14,2,4.1,0,48,0,-,-,11.52,-,0,0,0.00,0.09,0.03,0.000
TP Kamungozi (ZIM),2014-2014,2014,2014,0,1,1,2,0,17,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
G Kansonkho (MWI),2019-2019,2019,2019,0,6,1,1,0,15,0,-,-,15,-,0,0,0.00,0.07,0.02,0.000
S Kansoy (TKY),2019-2019,2019,2019,0,4,1,1,0,14,0,-,-,14,-,0,0,0.00,0.07,0.02,0.000
M Kartik (INDIA),2007-2007,2007,2007,0,1,1,4,0,27,0,-,-,6.75,-,0,0,0.00,0.15,0.04,0.000
Karweng NG (PHI),2019-2019,2019,2019,0,4,3,9,0,81,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
JM Kemp (SA),2005-2007,2005,2007,2,8,1,1,0,5,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
GE Kidd (IRE),2010-2010,2010,2010,0,1,1,3,0,32,0,-,-,10.66,-,0,0,0.00,0.09,0.03,0.000
RJ Kirtley (ENG),2007-2007,2007,2007,0,1,1,1,0,17,0,-,-,17,-,0,0,0.00,0.06,0.02,0.000
GJP Kruger (SA),2006-2006,2006,2006,0,1,1,4,0,29,0,-,-,7.25,-,0,0,0.00,0.14,0.04,0.000
JS Kundi (KENYA),2019-2019,2019,2019,0,6,2,2,0,15,0,-,-,7.5,-,0,0,0.00,0.13,0.04,0.000
Kushal Malla (NEPAL),2019-2019,2019,2019,0,3,2,4,0,38,0,-,-,9.5,-,0,0,0.00,0.11,0.03,0.000
A Lagos (),2019-2019,2019,2019,0,1,1,2,0,13,0,-,-,6.5,-,0,0,0.00,0.15,0.05,0.000
RDM Leverock (BMUDA),2008-2008,2008,2008,0,2,2,5,0,27,0,-,-,5.4,-,0,0,0.00,0.19,0.06,0.000
RN Lewis (WI),2008-2008,2008,2008,0,1,1,1,0,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
I Lisboa (Chile),2019-2019,2019,2019,0,1,1,2,0,17,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
AM McCarthy (WI),2018-2018,2018,2018,0,1,1,2,0,12,0,-,-,6,-,0,0,0.00,0.17,0.05,0.000
LD Madushanka (SL),2019-2019,2019,2019,0,2,1,4,0,36,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Mahedi Hasan (BDESH),2018-2018,2018,2018,0,1,1,2,0,25,0,-,-,12.5,-,0,0,0.00,0.08,0.02,0.000
C Mahoney (Peru),2019-2019,2019,2019,0,3,1,1,0,10,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
BF Mailata (Samoa),2019-2019,2019,2019,0,4,2,2,0,24,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
D Manani (ROM),2019-2019,2019,2019,0,2,2,4,0,27,0,-,-,6.75,-,0,0,0.00,0.15,0.04,0.000
M Markande (INDIA),2019-2019,2019,2019,0,1,1,4,0,31,0,-,-,7.75,-,0,0,0.00,0.13,0.04,0.000
D Marks (MALTA),2019-2019,2019,2019,0,2,2,7,0,54,0,-,-,7.71,-,0,0,0.00,0.13,0.04,0.000
S Matsikenyeri (ZIM),2006-2012,2006,2012,6,10,3,2.4,0,23,0,-,-,8.62,-,0,0,0.00,0.12,0.03,0.000
GJ McCarter (IRE),2015-2015,2015,2015,0,3,2,5,0,50,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
A Mehmood (HKG),2016-2016,2016,2016,0,2,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Mehrab Hossain jnr (BDESH),2008-2009,2008,2009,1,2,1,2.5,0,20,0,-,-,7.05,-,0,0,0.00,0.14,0.04,0.000
D Mejia (CRC),2019-2019,2019,2019,0,3,2,4,0,23,0,-,-,5.75,-,0,0,0.00,0.17,0.05,0.000
PHKD Mendis (SL),2018-2019,2018,2019,1,4,3,5,0,48,0,-,-,9.6,-,0,0,0.00,0.10,0.03,0.000
KO Meth (ZIM),2012-2012,2012,2012,0,2,2,7,0,64,0,-,-,9.14,-,0,0,0.00,0.11,0.03,0.000
AJ Michael (Samoa),2019-2019,2019,2019,0,4,1,2,0,18,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Mihusan Hamid (Mald),2019-2019,2019,2019,0,1,1,3,0,29,0,-,-,9.66,-,0,0,0.00,0.10,0.03,0.000
Mohamed Arief (MAL),2019-2019,2019,2019,0,5,2,2,0,19,0,-,-,9.5,-,0,0,0.00,0.11,0.03,0.000
Mohammad Tauqir (UAE),2015-2015,2015,2015,0,3,3,7,1,55,0,-,-,7.85,-,0,0,0.00,0.13,0.04,0.000
JN Mohammed (WI),2017-2018,2017,2018,1,9,2,2,0,13,0,-,-,6.5,-,0,0,0.00,0.15,0.05,0.000
Mohammed Asghar (KUW),2019-2019,2019,2019,0,4,2,4,0,28,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
Mohammed Qasim (UAE),2016-2017,2016,2017,1,3,1,1,0,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
HJC Mol (NL),2008-2008,2008,2008,0,4,1,1.3,0,12,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
Mominul Haque (BDESH),2012-2014,2012,2014,2,6,2,3,0,32,0,-,-,10.66,-,0,0,0.00,0.09,0.03,0.000
JWN Moses (Botsw),2019-2019,2019,2019,0,3,2,8,0,46,0,-,-,5.75,-,0,0,0.00,0.17,0.05,0.000
Muhammad Asjed (ESP),2019-2019,2019,2019,0,2,1,1,0,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Muhammad Musa (PAK),2019-2019,2019,2019,0,1,1,3.5,0,39,0,-,-,10.17,-,0,0,0.00,0.10,0.03,0.000
Muhammad Naeem (Saudi),2019-2019,2019,2019,0,5,1,1,0,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
Muhammed Shanil (UAE),2016-2016,2016,2016,0,1,1,4,0,49,0,-,-,12.25,-,0,0,0.00,0.08,0.02,0.000
RG Mukasa (UGA),2019-2019,2019,2019,0,4,2,7,0,40,0,-,-,5.71,-,0,0,0.00,0.18,0.05,0.000
Muktar Ali (BDESH),2016-2016,2016,2016,0,1,1,2,0,17,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
FF Mulivai (Samoa),2019-2019,2019,2019,0,4,1,0.1,0,6,0,-,-,36,-,0,0,0.00,0.03,0.01,0.000
T Munyonga (ZIM),2019-2019,2019,2019,0,5,1,1,0,3,0,-,-,3,-,0,0,0.00,0.33,0.10,0.000
Musawar Shah (QAT),2019-2019,2019,2019,0,2,2,3,0,32,0,-,-,10.66,-,0,0,0.00,0.09,0.03,0.000
S Nadigotla (ROM),2019-2019,2019,2019,0,2,1,2,0,10,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
Nanda Kumar (CRC),2019-2019,2019,2019,0,3,1,1,0,10,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
M Nandela (Mex),2019-2019,2019,2019,0,2,1,1,0,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
N Nankov (),2019-2019,2019,2019,0,3,1,1,0,15,0,-,-,15,-,0,0,0.00,0.07,0.02,0.000
A Nao (PNG),2017-2017,2017,2017,0,2,2,5,0,49,0,-,-,9.8,-,0,0,0.00,0.10,0.03,0.000
Nasir Aziz (UAE),2015-2015,2015,2015,0,1,1,4,0,21,0,-,-,5.25,-,0,0,0.00,0.19,0.06,0.000
A Natubhai Ahir (PNM),2019-2019,2019,2019,0,3,3,6,0,49,0,-,-,8.16,-,0,0,0.00,0.12,0.04,0.000
Nawaf Ahmed (KUW),2019-2019,2019,2019,0,1,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
R Nehonde (Botsw),2019-2019,2019,2019,0,7,5,13,0,113,0,-,-,8.69,-,0,0,0.00,0.12,0.03,0.000
S Nerandzic (Serb),2019-2019,2019,2019,0,2,1,2,0,26,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
K Nestor (GIBR),2019-2019,2019,2019,0,4,2,6.2,0,54,0,-,-,8.52,-,0,0,0.00,0.12,0.04,0.000
A Nortje (SA),2019-2019,2019,2019,0,1,1,3,0,27,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
J Nyumbu (ZIM),2018-2018,2018,2018,0,2,2,6,0,76,0,-,-,12.66,-,0,0,0.00,0.08,0.02,0.000
R Olipa (UGA),2019-2019,2019,2019,0,2,1,1,0,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
Omar Hayat (DEN),2019-2019,2019,2019,0,2,1,1,0,11,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
A Orfila (GIBR),2019-2019,2019,2019,0,1,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
A Patel (MWI),2019-2019,2019,2019,0,2,1,1,0,19,0,-,-,19,-,0,0,0.00,0.05,0.02,0.000
C Pengkumta (THAI),2019-2019,2019,2019,0,4,4,7,0,58,0,-,-,8.28,-,0,0,0.00,0.12,0.04,0.000
AK Perera (SL),2013-2019,2013,2019,6,6,1,1,0,17,0,-,-,17,-,0,0,0.00,0.06,0.02,0.000
PDRL Perera (SL),2006-2006,2006,2006,0,2,2,7,0,77,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
T Perera (Botsw),2019-2019,2019,2019,0,6,2,3,0,37,0,-,-,12.33,-,0,0,0.00,0.08,0.02,0.000
S Periyalwar (ROM),2019-2019,2019,2019,0,4,1,0.1,0,4,0,-,-,24,-,0,0,0.00,0.04,0.01,0.000
V Permaul (WI),2018-2018,2018,2018,0,1,1,0.3,0,8,0,-,-,16,-,0,0,0.00,0.06,0.02,0.000
OL Pitcher (BMUDA),2008-2008,2008,2008,0,3,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
C Prasad (CRC),2019-2019,2019,2019,0,3,1,2,0,12,0,-,-,6,-,0,0,0.00,0.17,0.05,0.000
KTGD Prasad (SL),2011-2011,2011,2011,0,1,1,3,0,37,0,-,-,12.33,-,0,0,0.00,0.08,0.02,0.000
EC Rainsford (ZIM),2010-2010,2010,2010,0,2,2,6,0,67,0,-,-,11.16,-,0,0,0.00,0.09,0.03,0.000
Rashid Khan (NEPAL),2019-2019,2019,2019,0,1,1,4,0,19,0,-,-,4.75,-,0,0,0.00,0.21,0.06,0.000
Robiul Islam (BDESH),2013-2013,2013,2013,0,1,1,1,0,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
R Rohan (SGP),2019-2019,2019,2019,0,10,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
GR Russ (PHI),2019-2019,2019,2019,0,3,2,3,0,52,0,-,-,17.33,-,0,0,0.00,0.06,0.02,0.000
SE Rutherford (WI),2018-2019,2018,2019,1,3,1,3,0,28,0,-,-,9.33,-,0,0,0.00,0.11,0.03,0.000
Saad Nasim (PAK),2014-2014,2014,2014,0,3,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Sajedul Islam (BDESH),2013-2013,2013,2013,0,1,1,1,0,15,0,-,-,15,-,0,0,0.00,0.07,0.02,0.000
Sakib Hasan (Serb),2019-2019,2019,2019,0,2,1,1,0,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
Saqlain Arshad (QAT),2019-2019,2019,2019,0,2,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Saqlain Sajib (BDESH),2016-2016,2016,2016,0,1,1,3.3,0,40,0,-,-,11.42,-,0,0,0.00,0.09,0.03,0.000
M Sarenac (Serb),2019-2019,2019,2019,0,2,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
V Sehwag (INDIA),2006-2012,2006,2012,6,19,1,1,0,20,0,-,-,20,-,0,0,0.00,0.05,0.02,0.000
K Senamontree (THAI),2019-2019,2019,2019,0,2,2,2,0,29,0,-,-,14.5,-,0,0,0.00,0.07,0.02,0.000
YSD Seneveratne (Caym),2019-2019,2019,2019,0,6,2,2,0,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Shabbir Ahmed (PAK),2007-2007,2007,2007,0,1,1,2,0,19,0,-,-,9.5,-,0,0,0.00,0.11,0.03,0.000
JNK Shannon (IRE),2013-2018,2013,2018,5,8,1,1,0,11,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Shoaib Gazi Hossain (Chile),2019-2019,2019,2019,0,4,1,2,0,23,0,-,-,11.5,-,0,0,0.00,0.09,0.03,0.000
P Silas (Botsw),2019-2019,2019,2019,0,4,1,1,0,21,0,-,-,21,-,0,0,0.00,0.05,0.01,0.000
KRP Silva (USA),2019-2019,2019,2019,0,2,1,2,0,19,0,-,-,9.5,-,0,0,0.00,0.11,0.03,0.000
M Simmons (BMUDA),2019-2019,2019,2019,0,2,1,2.1,0,21,0,-,-,9.69,-,0,0,0.00,0.10,0.03,0.000
GC Smith (SA),2005-2011,2005,2011,6,33,3,4,0,57,0,-,-,14.25,-,0,0,0.00,0.07,0.02,0.000
RAJ Smith (SCOT),2019-2019,2019,2019,0,2,2,6.5,0,66,0,-,-,9.65,-,0,0,0.00,0.10,0.03,0.000
JN Snape (ENG),2007-2007,2007,2007,0,1,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Sohaib Maqsood (PAK),2013-2016,2013,2016,3,20,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Soheel Hussain (Belg),2019-2019,2019,2019,0,1,1,1,0,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
Sohrawordi Shuvo (BDESH),2010-2010,2010,2010,0,1,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
S Sola (Samoa),2019-2019,2019,2019,0,4,1,1,0,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
S Soosiyakumar (),2019-2019,2019,2019,0,1,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
TJ Stephenson (Blz),2019-2019,2019,2019,0,1,1,1,0,11,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Suresh Kumar (Peru),2019-2019,2019,2019,0,2,2,4,0,35,0,-,-,8.75,-,0,0,0.00,0.11,0.03,0.000
T Taibu (ZIM),2007-2012,2007,2012,5,17,2,4,0,41,0,-,-,10.25,-,0,0,0.00,0.10,0.03,0.000
Tarun Sharma (Mex),2019-2019,2019,2019,0,8,1,1,0,14,0,-,-,14,-,0,0,0.00,0.07,0.02,0.000
J Thinley (BHU),2019-2019,2019,2019,0,2,2,3,0,25,0,-,-,8.33,-,0,0,0.00,0.12,0.04,0.000
S Tobgay (BHU),2019-2019,2019,2019,0,2,1,4,0,50,0,-,-,12.5,-,0,0,0.00,0.08,0.02,0.000
T Tshose (Botsw),2019-2019,2019,2019,0,2,1,2,0,12,0,-,-,6,-,0,0,0.00,0.17,0.05,0.000
TE Tucker (BMUDA),2008-2008,2008,2008,0,1,1,2,0,5,0,-,-,2.5,-,0,0,0.00,0.40,0.12,0.000
S Tyagi (INDIA),2009-2009,2009,2009,0,1,1,2,0,21,0,-,-,10.5,-,0,0,0.00,0.10,0.03,0.000
HER Tyler (PHI),2019-2019,2019,2019,0,2,2,6,0,48,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
E Ul Haq (NOR),2019-2019,2019,2019,0,5,1,0.1,0,4,0,-,-,24,-,0,0,0.00,0.04,0.01,0.000
R Ulutuna (TKY),2019-2019,2019,2019,0,4,1,1,0,11,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
S Vesawkar (NEPAL),2014-2019,2014,2019,5,17,1,3,0,25,0,-,-,8.33,-,0,0,0.00,0.12,0.04,0.000
JK Vifah (Ghana),2019-2019,2019,2019,0,3,1,1.1,0,8,0,-,-,6.85,-,0,0,0.00,0.15,0.04,0.000
M Vijay (INDIA),2010-2015,2010,2015,5,9,1,2,0,9,0,-,-,4.5,-,0,0,0.00,0.22,0.07,0.000
V Vijh (LUX),2019-2019,2019,2019,0,4,3,7.5,0,72,0,-,-,9.19,-,0,0,0.00,0.11,0.03,0.000
Vimal Kumar (PHI),2019-2019,2019,2019,0,2,1,3,0,32,0,-,-,10.66,-,0,0,0.00,0.09,0.03,0.000
MN Waller (ZIM),2011-2018,2011,2018,7,32,3,5,0,42,0,-,-,8.4,-,0,0,0.00,0.12,0.04,0.000
Waqas Ali (Belg),2019-2019,2019,2019,0,2,1,1,0,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Waqas Khan (HKG),2014-2017,2014,2017,3,8,1,1,0,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Waqas Raja (Fin),2019-2019,2019,2019,0,1,1,1,0,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Wasim Ali (OMAN),2019-2019,2019,2019,0,1,1,2,0,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
JW Wilson (NZ),2005-2005,2005,2005,0,1,1,4,0,43,0,-,-,10.75,-,0,0,0.00,0.09,0.03,0.000
Yasir Shah (PAK),2011-2011,2011,2011,0,2,2,4,0,39,0,-,-,9.75,-,0,0,0.00,0.10,0.03,0.000
N Yordanov (),2019-2019,2019,2019,0,2,1,3,0,20,0,-,-,6.66,-,0,0,0.00,0.15,0.05,0.000
Zeeshan Abbas (BAH),2019-2019,2019,2019,0,1,1,4,0,20,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
Aamer Ikram (PORT),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Aarif Sheikh (NEPAL),2018-2019,2018,2019,1,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Z Abbasi (Botsw),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abbas Saad (Saudi),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abdul Rashid (Belg),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abdul Shakoor (UAE),2015-2019,2015,2019,4,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abdul Shakoor (ROM),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abraash Khan (CAN),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abrar Bilal (Aut),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
F Achelam (UGA),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Abdul Hashmi (DEN),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Adil Hanif (BAH),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Adnan Ilyas (OMAN),2015-2016,2015,2016,1,12,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Adnan Mufti (UAE),2017-2017,2017,2017,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Afsar Zazai (AFG),2013-2013,2013,2013,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P Agnihotri (NOR),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RI Ahmed (NL),2015-2015,2015,2015,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ahmed Faiz (MAL),2019-2019,2019,2019,0,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ahsan Abbasi (HKG),2019-2019,2019,2019,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KK Ahuja (Mex),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ainool Hafizs (MAL),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ainool Haqqiem (MAL),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
