Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
Ijaz Ahmed jnr (PAK),1997-1997,1997,1997,0,2,2,30,25,1,01-Sep,25,5,30,0,0,0.50,0.20,0.41,0.000
Imran Nazir (PAK),1999-2009,1999,2009,10,79,4,49,48,1,01-Mar,48,5.87,49,0,0,0.01,0.17,0.06,0.000
F Jansen (NL),1996-1996,1996,1996,0,2,2,54,62,1,Jan-40,62,6.88,54,0,0,0.50,0.15,0.39,0.000
PS Jayaprakashdaran (SL),2005-2005,2005,2005,0,1,1,36,21,1,Jan-21,21,3.5,36,0,0,1.00,0.29,0.79,0.000
TE Jesty (ENG),1983-1983,1983,1983,0,10,4,108,93,1,Jan-23,93,5.16,108,0,0,0.10,0.19,0.13,0.000
Joginder Sharma (INDIA),2004-2007,2004,2007,3,4,4,150,115,1,Jan-28,115,4.6,150,0,0,0.25,0.22,0.24,0.000
HR Johnson (USA),2004-2004,2004,2004,0,2,2,60,69,1,Jan-26,69,6.9,60,0,0,0.50,0.14,0.39,0.000
S Jyoti (CAN),2006-2010,2006,2010,4,14,4,120,90,1,Jan-26,90,4.5,120,0,0,0.07,0.22,0.12,0.000
VG Kambli (INDIA),1991-2000,1991,2000,9,104,1,4,7,1,01-Jul,7,10.5,4,0,0,0.01,0.10,0.04,0.000
Kashif Raza (PAK),2001-2001,2001,2001,0,1,1,30,36,1,Jan-36,36,7.2,30,0,0,1.00,0.14,0.74,0.000
GE Kidd (IRE),2007-2008,2007,2008,1,6,5,216,172,1,Jan-27,172,4.77,216,0,0,0.17,0.21,0.18,0.000
R Lamba (INDIA),1986-1989,1986,1989,3,32,3,19,20,1,01-Sep,20,6.31,19,0,0,0.03,0.16,0.07,0.000
D Lloyd (ENG),1973-1980,1973,1980,7,8,1,12,3,1,01-Mar,3,1.5,12,0,0,0.13,0.67,0.29,0.000
JL Louw (NAM),2003-2003,2003,2003,0,1,1,60,60,1,Jan-60,60,6,60,0,0,1.00,0.17,0.75,0.000
SV Manjrekar (INDIA),1988-1996,1988,1996,8,74,3,8,10,1,01-Feb,10,7.5,8,0,0,0.01,0.13,0.05,0.000
AV Mankad (INDIA),1974-1974,1974,1974,0,1,1,35,47,1,Jan-47,47,8.05,35,0,0,1.00,0.12,0.74,0.000
Mansoor Amjad (PAK),2008-2008,2008,2008,0,1,1,48,44,1,Jan-44,44,5.5,48,0,0,1.00,0.18,0.75,0.000
AW Mathieson (NZ),2015-2015,2015,2015,0,1,1,24,40,1,Jan-40,40,10,24,0,0,1.00,0.10,0.73,0.000
DES Maxwell (CAN),2006-2007,2006,2007,1,10,3,72,70,1,Jan-23,70,5.83,72,0,0,0.10,0.17,0.12,0.000
PHKD Mendis (SL),2019-2019,2019,2019,0,2,2,84,79,1,Jan-45,79,5.64,84,0,0,0.50,0.18,0.40,0.000
T Mishra (KENYA),2006-2013,2006,2013,7,42,2,9,12,1,01-Jun,12,8,9,0,0,0.02,0.13,0.05,0.000
Mohammad Abbas (PAK),2019-2019,2019,2019,0,3,3,162,153,1,Jan-44,153,5.66,162,0,0,0.33,0.18,0.29,0.000
Mohammad Yousuf (Asia/PAK),1998-2010,1998,2010,12,288,2,2,1,1,1/0,1,3,2,0,0,0.00,0.33,0.10,0.000
Mohsin Khan (PAK),1977-1986,1977,1986,9,75,2,12,5,1,01-Feb,5,2.5,12,0,0,0.01,0.40,0.13,0.000
Mujahid Jamshed (PAK),1997-1997,1997,1997,0,4,1,24,6,1,01-Jun,6,1.5,24,0,0,0.25,0.67,0.38,0.000
W Mwayenga (ZIM),2002-2004,2002,2004,2,3,3,126,157,1,Jan-61,157,7.47,126,0,0,0.33,0.13,0.27,0.000
J Nagenda (EAf),1975-1975,1975,1975,0,1,1,54,50,1,Jan-50,50,5.55,54,0,0,1.00,0.18,0.75,0.000
PG Nana (EAf),1975-1975,1975,1975,0,3,3,173,116,1,Jan-34,116,4.02,173,0,0,0.33,0.25,0.31,0.000
DP Nannes (AUS),2009-2009,2009,2009,0,1,1,42,20,1,Jan-20,20,2.85,42,0,0,1.00,0.35,0.81,0.000
SV Nayak (INDIA),1981-1982,1981,1982,1,4,4,222,161,1,Jan-51,161,4.35,222,0,0,0.25,0.23,0.24,0.000
A Ndlovu (ZIM),2019-2019,2019,2019,0,2,2,102,80,1,Jan-29,80,4.7,102,0,0,0.50,0.21,0.41,0.000
Neeyamur Rashid (BDESH),1999-1999,1999,1999,0,2,2,78,66,1,Jan-46,66,5.07,78,0,0,0.50,0.20,0.41,0.000
A Neill (SCOT),2019-2019,2019,2019,0,1,1,55,24,1,Jan-24,24,2.61,55,0,0,1.00,0.38,0.81,0.000
AA Noffke (AUS),2008-2008,2008,2008,0,1,1,54,46,1,Jan-46,46,5.11,54,0,0,1.00,0.20,0.76,0.000
SD Outerbridge (BMUDA),2006-2009,2006,2009,3,23,7,120,94,1,01-Nov,94,4.7,120,0,0,0.04,0.21,0.09,0.000
JS Paris (AUS),2016-2016,2016,2016,0,2,2,96,93,1,Jan-40,93,5.81,96,0,0,0.50,0.17,0.40,0.000
JM Parker (NZ),1974-1981,1974,1981,7,24,1,16,10,1,01-Oct,10,3.75,16,0,0,0.04,0.27,0.11,0.000
AJ Penn (NZ),1997-2001,1997,2001,4,5,5,159,201,1,Jan-50,201,7.58,159,0,0,0.20,0.13,0.18,0.000
N Phillip (WI),1978-1978,1978,1978,0,1,1,42,22,1,Jan-22,22,3.14,42,0,0,1.00,0.32,0.80,0.000
PM Pushpakumara (SL),2017-2017,2017,2017,0,2,2,114,105,1,Jan-40,105,5.52,114,0,0,0.50,0.18,0.40,0.000
S Ramesh (INDIA),1999-1999,1999,1999,0,24,3,36,38,1,Jan-23,38,6.33,36,0,0,0.04,0.16,0.08,0.000
N Ranatunga (SL),1993-1993,1993,1993,0,2,2,102,82,1,Jan-33,82,4.82,102,0,0,0.50,0.21,0.41,0.000
SHA Rance (NZ),2017-2017,2017,2017,0,2,2,105,110,1,Jan-44,110,6.28,105,0,0,0.50,0.16,0.40,0.000
U Ranchod (ZIM),1992-1993,1992,1993,1,3,3,174,130,1,Jan-44,130,4.48,174,0,0,0.33,0.22,0.30,0.000
DW Randall (ENG),1976-1985,1976,1985,9,49,1,2,2,1,01-Feb,2,6,2,0,0,0.02,0.17,0.06,0.000
Randhir Singh (INDIA),1981-1983,1981,1983,2,2,2,72,48,1,Jan-30,48,4,72,0,0,0.50,0.25,0.43,0.000
SS Raul (INDIA),1998-1998,1998,1998,0,2,2,36,27,1,Jan-13,27,4.5,36,0,0,0.50,0.22,0.42,0.000
Raza-ur-Rehman (CAN),2013-2014,2013,2014,1,6,5,122,128,1,Jan-59,128,6.29,122,0,0,0.17,0.16,0.16,0.000
Raza Hasan (PAK),2014-2014,2014,2014,0,1,1,60,68,1,Jan-68,68,6.8,60,0,0,1.00,0.15,0.74,0.000
V Razdan (INDIA),1989-1990,1989,1990,1,3,3,84,77,1,Jan-37,77,5.5,84,0,0,0.33,0.18,0.29,0.000
CA Reid (USA),2004-2004,2004,2004,0,2,2,78,63,1,Jan-37,63,4.84,78,0,0,0.50,0.21,0.41,0.000
RB Reid (NZ),1988-1991,1988,1991,3,9,1,7,13,1,Jan-13,13,11.14,7,0,0,0.11,0.09,0.10,0.000
RB Richardson (WI),1983-1996,1983,1996,13,224,6,58,46,1,01-Apr,46,4.75,58,0,0,0.00,0.21,0.07,0.000
ADG Roberts (NZ),1976-1976,1976,1976,0,1,1,56,30,1,Jan-30,30,3.21,56,0,0,1.00,0.31,0.79,0.000
RJ Robinson (BMUDA),2007-2009,2007,2009,2,3,3,138,170,1,Jan-57,170,7.39,138,0,0,0.33,0.14,0.27,0.000
TS Roland-Jones (ENG),2017-2017,2017,2017,0,1,1,42,34,1,Jan-34,34,4.85,42,0,0,1.00,0.21,0.76,0.000
LC Romero (USA),2004-2004,2004,2004,0,2,1,24,52,1,Jan-52,52,13,24,0,0,0.50,0.08,0.37,0.000
RR Rossouw (SA),2014-2016,2014,2016,2,36,3,45,44,1,Jan-17,44,5.86,45,0,0,0.03,0.17,0.07,0.000
Sameer Zia (UAE),2004-2004,2004,2004,0,1,1,60,44,1,Jan-44,44,4.4,60,0,0,1.00,0.23,0.77,0.000
Saqib Ali (UAE),2008-2014,2008,2014,6,5,2,60,57,1,Jan-44,57,5.7,60,0,0,0.20,0.18,0.19,0.000
Saqib Zulfiqar (NL),2019-2019,2019,2019,0,1,1,42,49,1,Jan-49,49,7,42,0,0,1.00,0.14,0.74,0.000
Sayed Shirzad (AFG),2019-2019,2019,2019,0,2,1,48,56,1,Jan-56,56,7,48,0,0,0.50,0.14,0.39,0.000
BN Schultz (SA),1992-1992,1992,1992,0,1,1,54,35,1,Jan-35,35,3.88,54,0,0,1.00,0.26,0.78,0.000
BB Seebaran (CAN),2003-2003,2003,2003,0,4,3,108,130,1,Jan-61,130,7.22,108,0,0,0.25,0.14,0.22,0.000
RK Sethi (EAf),1975-1975,1975,1975,0,3,3,120,100,1,Jan-51,100,5,120,0,0,0.33,0.20,0.29,0.000
Shehzad Altaf (UAE),1996-1996,1996,1996,0,2,2,78,37,1,Jan-15,37,2.84,78,0,0,0.50,0.35,0.46,0.000
Shakeel Khan (PAK),1987-1987,1987,1987,0,1,1,54,50,1,Jan-50,50,5.55,54,0,0,1.00,0.18,0.75,0.000
M Shezi (SA),2014-2014,2014,2014,0,1,1,36,8,1,01-Aug,8,1.33,36,0,0,1.00,0.75,0.93,0.000
LR Shukla (INDIA),1999-1999,1999,1999,0,3,3,114,94,1,Jan-25,94,4.94,114,0,0,0.33,0.20,0.29,0.000
K Shuttleworth (ENG),1971-1971,1971,1971,0,1,1,56,29,1,Jan-29,29,3.1,56,0,0,1.00,0.32,0.80,0.000
LPC Silva (SL),1999-2011,1999,2011,12,75,2,42,33,1,Jan-21,33,4.71,42,0,0,0.01,0.21,0.07,0.000
LMP Simmons (WI),2006-2015,2006,2015,9,68,12,156,172,1,01-Mar,172,6.61,156,0,0,0.01,0.15,0.06,0.000
RP Singh (INDIA),1986-1986,1986,1986,0,2,2,82,77,1,Jan-58,77,5.63,82,0,0,0.50,0.18,0.40,0.000
MA Small (WI),1984-1984,1984,1984,0,2,2,84,54,1,Jan-40,54,3.85,84,0,0,0.50,0.26,0.43,0.000
RAJ Smith (SCOT),2016-2016,2016,2016,0,2,2,90,97,1,Jan-34,97,6.46,90,0,0,0.50,0.15,0.40,0.000
S Snater (NL),2018-2018,2018,2018,0,2,2,71,63,1,Jan-41,63,5.32,71,0,0,0.50,0.19,0.41,0.000
GS Sobers (WI),1973-1973,1973,1973,0,1,1,63,31,1,Jan-31,31,2.95,63,0,0,1.00,0.34,0.80,0.000
Sohaib Maqsood (PAK),2013-2016,2013,2016,3,26,4,54,42,1,Jan-16,42,4.66,54,0,0,0.04,0.21,0.09,0.000
VS Solanki (ENG),2000-2006,2000,2006,6,51,7,111,105,1,Jan-17,105,5.67,111,0,0,0.02,0.18,0.07,0.000
OP Stone (ENG),2018-2018,2018,2018,0,4,3,96,97,1,Jan-23,97,6.06,96,0,0,0.25,0.17,0.22,0.000
GM Strydom (ZIM),2006-2006,2006,2006,0,12,4,66,61,1,Jan-28,61,5.54,66,0,0,0.08,0.18,0.11,0.000
R Strydom (IRE),2008-2008,2008,2008,0,9,1,48,63,1,Jan-63,63,7.87,48,0,0,0.11,0.13,0.12,0.000
Subashis Roy (BDESH),2016-2016,2016,2016,0,1,1,60,45,1,Jan-45,45,4.5,60,0,0,1.00,0.22,0.77,0.000
Syed Maqsood (UAE),2004-2004,2004,2004,0,2,2,66,84,1,Jan-60,84,7.63,66,0,0,0.50,0.13,0.39,0.000
Tanvir Mehdi (PAK),1992-1992,1992,1992,0,1,1,66,72,1,Jan-72,72,6.54,66,0,0,1.00,0.15,0.75,0.000
Taufeeq Umar (PAK),2001-2011,2001,2011,10,22,3,72,85,1,Jan-49,85,7.08,72,0,0,0.05,0.14,0.07,0.000
GJ Thompson (IRE),2008-2008,2008,2008,0,3,3,72,73,1,Jan-35,73,6.08,72,0,0,0.33,0.16,0.28,0.000
AL Thomson (AUS),1971-1971,1971,1971,0,1,1,64,22,1,Jan-22,22,2.06,64,0,0,1.00,0.49,0.85,0.000
Tushar Imran (BDESH),2001-2007,2001,2007,6,41,5,126,103,1,Jan-24,103,4.9,126,0,0,0.02,0.20,0.08,0.000
Umair Ali (UAE),2015-2015,2015,2015,0,2,2,108,125,1,Jan-65,125,6.94,108,0,0,0.50,0.14,0.39,0.000
Usman Ghani (AFG),2014-2017,2014,2017,3,15,2,38,34,1,Jan-21,34,5.36,38,0,0,0.07,0.19,0.10,0.000
BO van Rooi (NAM),2003-2003,2003,2003,0,3,3,120,119,1,Jan-24,119,5.95,120,0,0,0.33,0.17,0.28,0.000
MA Vermeulen (ZIM),2000-2009,2000,2009,9,43,1,5,5,1,01-May,5,6,5,0,0,0.02,0.17,0.07,0.000
M Vijay (INDIA),2010-2015,2010,2015,5,17,2,36,37,1,Jan-19,37,6.16,36,0,0,0.06,0.16,0.09,0.000
L Vincent (NZ),2001-2007,2001,2007,6,102,3,20,25,1,1/0,25,7.5,20,0,0,0.01,0.13,0.05,0.000
Waheed Ahmed (UAE),2019-2019,2019,2019,0,2,2,30,29,1,Jan-20,29,5.8,30,0,0,0.50,0.17,0.40,0.000
Washington Sundar (INDIA),2017-2017,2017,2017,0,1,1,60,65,1,Jan-65,65,6.5,60,0,0,1.00,0.15,0.75,0.000
Wasim Haider (PAK),1992-1992,1992,1992,0,3,3,114,79,1,Jan-36,79,4.15,114,0,0,0.33,0.24,0.31,0.000
S Weerakoon (SL),2012-2012,2012,2012,0,2,1,60,49,1,Jan-49,49,4.9,60,0,0,0.50,0.20,0.41,0.000
BA Westdijk (NL),2011-2011,2011,2011,0,4,4,156,195,1,Jan-56,195,7.5,156,0,0,0.25,0.13,0.22,0.000
S Wettimuny (SL),1982-1987,1982,1987,5,35,6,57,70,1,Jan-13,70,7.36,57,0,0,0.03,0.14,0.06,0.000
CG Williams (NAM),2019-2019,2019,2019,0,5,4,126,91,1,Jan-37,91,4.33,126,0,0,0.20,0.23,0.21,0.000
SC Williams (WI),1994-1999,1994,1999,5,57,1,24,30,1,Jan-30,30,7.5,24,0,0,0.02,0.13,0.05,0.000
DJ Worrall (AUS),2016-2016,2016,2016,0,3,3,158,171,1,Jan-43,171,6.49,158,0,0,0.33,0.15,0.28,0.000
J Yadav (INDIA),2016-2016,2016,2016,0,1,1,24,8,1,01-Aug,8,2,24,0,0,1.00,0.50,0.85,0.000
Yashpal Sharma (INDIA),1978-1985,1978,1985,7,42,8,201,199,1,Jan-27,199,5.94,201,0,0,0.02,0.17,0.07,0.000
BE Young (AUS),1998-1999,1998,1999,1,6,5,234,251,1,Jan-26,251,6.43,234,0,0,0.17,0.16,0.16,0.000
Zain Abbas (HKG),2008-2008,2008,2008,0,1,1,36,56,1,Jan-56,56,9.33,36,0,0,1.00,0.11,0.73,0.000
AK Zesers (AUS),1987-1987,1987,1987,0,2,2,90,74,1,Jan-37,74,4.93,90,0,0,0.50,0.20,0.41,0.000
Aarif Sheikh (NEPAL),2018-2019,2018,2019,1,6,1,12,10,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
S Abrahams (SA),2000-2000,2000,2000,0,1,1,60,40,0,-,-,4,-,0,0,0.00,0.25,0.08,0.000
Abul Hasan (BDESH),2012-2018,2012,2018,6,7,7,216,244,0,-,-,6.77,-,0,0,0.00,0.15,0.04,0.000
FS Ahangama (SL),1985-1985,1985,1985,0,1,1,18,23,0,-,-,7.66,-,0,0,0.00,0.13,0.04,0.000
Ahmed Shah (AFG),2009-2009,2009,2009,0,1,1,6,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
Akram Khan (BDESH),1988-2003,1988,2003,15,44,6,117,138,0,-,-,7.07,-,0,0,0.00,0.14,0.04,0.000
Aman Ali (UAE),2008-2008,2008,2008,0,1,1,12,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
PK Amre (INDIA),1991-1994,1991,1994,3,37,1,2,4,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
J Anderson (IRE),2014-2016,2014,2016,2,8,2,30,20,0,-,-,4,-,0,0,0.00,0.25,0.08,0.000
Anisur Rahman (BDESH),1995-1998,1995,1998,3,2,2,48,68,0,-,-,8.5,-,0,0,0.00,0.12,0.04,0.000
Anwar Hossain Monir (BDESH),2002-2002,2002,2002,0,1,1,48,45,0,-,-,5.62,-,0,0,0.00,0.18,0.05,0.000
Ariful Haque (BDESH),2018-2018,2018,2018,0,1,1,18,17,0,-,-,5.66,-,0,0,0.00,0.18,0.05,0.000
Asad Shafiq (PAK),2010-2017,2010,2017,7,60,2,12,18,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Ashfaq Ahmed (PAK),1994-1994,1994,1994,0,3,3,102,84,0,-,-,4.94,-,0,0,0.00,0.20,0.06,0.000
Asif Ali (PAK),2018-2019,2018,2019,1,18,1,5,9,0,-,-,10.8,-,0,0,0.00,0.09,0.03,0.000
Asif Iqbal (1) (UAE),2015-2015,2015,2015,0,1,1,24,32,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
MS Atapattu (SL),1990-2007,1990,2007,17,268,2,51,41,0,-,-,4.82,-,0,0,0.00,0.21,0.06,0.000
CWJ Athey (ENG),1980-1988,1980,1988,8,31,1,6,10,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
RA Austin (WI),1978-1978,1978,1978,0,1,1,6,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
Babar Hayat (HKG),2014-2018,2014,2018,4,22,1,6,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
RJ Bailey (ENG),1985-1990,1985,1990,5,4,1,36,25,0,-,-,4.16,-,0,0,0.00,0.24,0.07,0.000
W Barresi (NL),2010-2019,2010,2019,9,32,3,30,37,0,-,-,7.4,-,0,0,0.00,0.14,0.04,0.000
OO Bascome (BMUDA),2008-2008,2008,2008,0,6,2,18,22,0,-,-,7.33,-,0,0,0.00,0.14,0.04,0.000
TC Bastiampillai (CAN),2007-2014,2007,2014,7,13,3,24,31,0,-,-,7.75,-,0,0,0.00,0.13,0.04,0.000
Bazid Khan (PAK),2004-2008,2004,2008,4,5,1,12,11,0,-,-,5.5,-,0,0,0.00,0.18,0.05,0.000
CA Best (WI),1986-1992,1986,1992,6,24,2,19,12,0,-,-,3.78,-,0,0,0.00,0.26,0.08,0.000
MI Black (WI),2001-2001,2001,2001,0,5,5,228,196,0,-,-,5.15,-,0,0,0.00,0.19,0.06,0.000
J Blackwood (WI),2015-2015,2015,2015,0,2,1,18,16,0,-,-,5.33,-,0,0,0.00,0.19,0.06,0.000
DL Blake (USA),2004-2004,2004,2004,0,1,1,6,7,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
GH Bodi (SA),2007-2007,2007,2007,0,2,1,6,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
DC Boon (AUS),1984-1995,1984,1995,11,181,7,82,86,0,-,-,6.29,-,0,0,0.00,0.16,0.05,0.000
SG Borthwick (ENG),2011-2011,2011,2011,0,2,2,54,72,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
T Bosch (SA),1992-1992,1992,1992,0,2,2,51,66,0,-,-,7.76,-,0,0,0.00,0.13,0.04,0.000
JWHD Boteju (SL),1999-1999,1999,1999,0,2,2,102,113,0,-,-,6.64,-,0,0,0.00,0.15,0.05,0.000
SA Britton (IRE),2009-2009,2009,2009,0,1,1,36,37,0,-,-,6.16,-,0,0,0.00,0.16,0.05,0.000
BC Broad (ENG),1987-1988,1987,1988,1,34,1,6,6,0,-,-,6,-,0,0,0.00,0.17,0.05,0.000
AD Brown (ENG),1996-2001,1996,2001,5,16,1,6,5,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
CE Bulfin (NZ),1999-1999,1999,1999,0,4,3,102,109,0,-,-,6.41,-,0,0,0.00,0.16,0.05,0.000
SF Burger (NAM),2003-2003,2003,2003,0,2,2,66,67,0,-,-,6.09,-,0,0,0.00,0.16,0.05,0.000
JD Campbell (WI),2019-2019,2019,2019,0,6,1,6,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
MA Carberry (ENG),2013-2014,2013,2014,1,6,1,6,12,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
KED Carroll (IRE),2007-2007,2007,2007,0,6,1,6,8,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
G Chapple (ENG),2006-2006,2006,2006,0,1,1,24,14,0,-,-,3.5,-,0,0,0.00,0.29,0.09,0.000
J Charles (WI),2012-2016,2012,2016,4,48,1,5,12,0,-,-,14.4,-,0,0,0.00,0.07,0.02,0.000
K Christie (HKG),2016-2016,2016,2016,0,1,1,6,18,0,-,-,18,-,0,0,0.00,0.06,0.02,0.000
DB Close (ENG),1972-1972,1972,1972,0,3,1,18,21,0,-,-,7,-,0,0,0.00,0.14,0.04,0.000
DJ Colley (AUS),1972-1972,1972,1972,0,1,1,66,72,0,-,-,6.54,-,0,0,0.00,0.15,0.05,0.000
AN Connolly (AUS),1971-1971,1971,1971,0,1,1,64,62,0,-,-,5.81,-,0,0,0.00,0.17,0.05,0.000
JJ Crowe (NZ),1983-1990,1983,1990,7,75,1,6,1,0,-,-,1,-,0,0,0.00,1.00,0.30,0.000
CD Cumming (NZ),2003-2009,2003,2009,6,13,1,18,17,0,-,-,5.66,-,0,0,0.00,0.18,0.05,0.000
GN de Silva (SL),1983-1985,1983,1985,2,4,4,194,169,0,-,-,5.22,-,0,0,0.00,0.19,0.06,0.000
BJ Diamanti (NZ),2009-2009,2009,2009,0,1,1,12,25,0,-,-,12.5,-,0,0,0.00,0.08,0.02,0.000
S Dube (INDIA),2019-2019,2019,2019,0,1,1,47,68,0,-,-,8.68,-,0,0,0.00,0.12,0.03,0.000
N Dutta (CAN),2013-2013,2013,2013,0,1,1,36,31,0,-,-,5.16,-,0,0,0.00,0.19,0.06,0.000
DD Ebrahim (ZIM),2001-2005,2001,2005,4,82,2,5,11,0,-,-,13.2,-,0,0,0.00,0.08,0.02,0.000
BA Edgar (NZ),1978-1986,1978,1986,8,64,1,12,5,0,-,-,2.5,-,0,0,0.00,0.40,0.12,0.000
WJ Edwards (AUS),1975-1975,1975,1975,0,1,1,1,0,0,-,-,0,-,0,0,0.00,#DIV/0!,#DIV/0!,0.000
RR Emrit (WI),2007-2007,2007,2007,0,2,2,84,99,0,-,-,7.07,-,0,0,0.00,0.14,0.04,0.000
MG Erasmus (NAM),2019-2019,2019,2019,0,5,3,96,65,0,-,-,4.06,-,0,0,0.00,0.25,0.07,0.000
JJ Esmeijer (NL),2002-2003,2002,2003,1,6,6,228,208,0,-,-,5.47,-,0,0,0.00,0.18,0.05,0.000
Fahim Muntasir (BDESH),2001-2002,2001,2002,1,3,3,169,111,0,-,-,3.94,-,0,0,0.00,0.25,0.08,0.000
NH Fairbrother (ENG),1987-1999,1987,1999,12,75,1,6,9,0,-,-,9,-,0,0,0.00,0.11,0.03,0.000
Faisal Iqbal (PAK),2000-2006,2000,2006,6,18,2,18,33,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
Fayyaz Ahmed (UAE),2014-2016,2014,2016,2,3,3,162,121,0,-,-,4.48,-,0,0,0.00,0.22,0.07,0.000
Fazl-e-Akbar (PAK),1998-2001,1998,2001,3,2,2,72,48,0,-,-,4,-,0,0,0.00,0.25,0.08,0.000
Fazle Mahmud (BDESH),2018-2018,2018,2018,0,2,1,18,16,0,-,-,5.33,-,0,0,0.00,0.19,0.06,0.000
AM Fernando (SL),2017-2017,2017,2017,0,1,1,12,22,0,-,-,11,-,0,0,0.00,0.09,0.03,0.000
BOP Fernando (SL),2019-2019,2019,2019,0,6,1,12,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
ADS Fletcher (WI),2008-2016,2008,2016,8,25,3,28,26,0,-,-,5.57,-,0,0,0.00,0.18,0.05,0.000
A Flower (ZIM),1992-2003,1992,2003,11,213,2,30,23,0,-,-,4.6,-,0,0,0.00,0.22,0.07,0.000
DR Flynn (NZ),2008-2012,2008,2012,4,20,3,24,25,0,-,-,6.25,-,0,0,0.00,0.16,0.05,0.000
CR Foggo (BMUDA),2008-2008,2008,2008,0,4,1,1,2,0,-,-,12,-,0,0,0.00,0.08,0.03,0.000
PJ Franks (ENG),2000-2000,2000,2000,0,1,1,54,48,0,-,-,5.33,-,0,0,0.00,0.19,0.06,0.000
Frasat Ali (EAf),1975-1975,1975,1975,0,3,3,144,107,0,-,-,4.45,-,0,0,0.00,0.22,0.07,0.000
G Gambhir (INDIA),2003-2013,2003,2013,10,147,1,6,13,0,-,-,13,-,0,0,0.00,0.08,0.02,0.000
D Ganga (WI),1999-2006,1999,2006,7,35,1,1,4,0,-,-,24,-,0,0,0.00,0.04,0.01,0.000
SP Gauchan (NEPAL),2018-2018,2018,2018,0,1,1,24,15,0,-,-,3.75,-,0,0,0.00,0.27,0.08,0.000
TG Gordon (CAN),2011-2011,2011,2011,0,5,2,15,25,0,-,-,10,-,0,0,0.00,0.10,0.03,0.000
DI Gower (ENG),1978-1991,1978,1991,13,114,2,5,14,0,-,-,16.8,-,0,0,0.00,0.06,0.02,0.000
MJ Greatbatch (NZ),1988-1996,1988,1996,8,84,1,6,5,0,-,-,5,-,0,0,0.00,0.20,0.06,0.000
FRMD Gunatilleke (SL),1979-1979,1979,1979,0,1,1,54,34,0,-,-,3.77,-,0,0,0.00,0.27,0.08,0.000
Gurkeerat Singh (INDIA),2016-2016,2016,2016,0,3,3,60,68,0,-,-,6.8,-,0,0,0.00,0.15,0.04,0.000
Hannan Sarkar (BDESH),2002-2004,2002,2004,2,20,1,3,13,0,-,-,26,-,0,0,0.00,0.04,0.01,0.000
Hashmatullah Shahidi (AFG),2013-2019,2013,2019,6,39,2,18,25,0,-,-,8.33,-,0,0,0.00,0.12,0.04,0.000
ML Hayden (AUS/ICC),1993-2008,1993,2008,15,161,1,6,18,0,-,-,18,-,0,0,0.00,0.06,0.02,0.000
RL Hayes (NZ),1995-1995,1995,1995,0,1,1,42,31,0,-,-,4.42,-,0,0,0.00,0.23,0.07,0.000
DL Haynes (WI),1978-1994,1978,1994,16,238,1,30,24,0,-,-,4.8,-,0,0,0.00,0.21,0.06,0.000
C Hemraj (WI),2018-2018,2018,2018,0,6,1,7,9,0,-,-,7.71,-,0,0,0.00,0.13,0.04,0.000
VR Hogg (ZIM),1983-1983,1983,1983,0,2,2,90,49,0,-,-,3.26,-,0,0,0.00,0.31,0.09,0.000
DAW Hollis (BMUDA),2008-2008,2008,2008,0,1,1,42,43,0,-,-,6.14,-,0,0,0.00,0.16,0.05,0.000
AC Hudson (SA),1991-1997,1991,1997,6,89,1,6,3,0,-,-,3,-,0,0,0.00,0.33,0.10,0.000
KJ Hughes (AUS),1977-1985,1977,1985,8,97,1,1,4,0,-,-,24,-,0,0,0.00,0.04,0.01,0.000
Hussain Talat (PAK),2019-2019,2019,2019,0,1,1,12,16,0,-,-,8,-,0,0,0.00,0.13,0.04,0.000
EH Hutchinson (USA),2019-2019,2019,2019,0,4,3,78,82,0,-,-,6.3,-,0,0,0.00,0.16,0.05,0.000
N Ifill (CAN),2003-2006,2003,2006,3,4,3,72,88,0,-,-,7.33,-,0,0,0.00,0.14,0.04,0.000
CA Ingram (SA),2010-2013,2010,2013,3,31,1,6,17,0,-,-,17,-,0,0,0.00,0.06,0.02,0.000
